id,title,aliases,publication_role,identity_status,publication_start,publication_end,publication_status,checked_subject_classifications,provisional_subject_classifications,source_ids,issns,languages,date_basis,date_start_kind,bibliographic_record_count,library_subject_heading_count
journal_be6d4b0ce7322c2f,Cliodynamics,Cliodynamics,periodical_candidate,title_matched_candidate,,,unknown,"General history | Business, labor and economics",,journal_source_sheet_1389,,,,,0,0
journal_05418473995006e9,Cliometrica,Cliometrica,periodical_candidate,bibliographic_metadata_checked,2007,,unknown,"Business, labor and economics",,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_6eadaf37f2344b9a,1863-2513,eng,bibliographic_record,catalogued_title_start,1,9
journal_483c5dbb9cc38f4f,Clogher Record,Clogher Record,periodical_candidate,bibliographic_metadata_checked,1953,,unknown,Ireland,,journal_source_wikipedia | journal_source_library_ef38a055a6e712e6,0412-8079,eng,bibliographic_record,catalogued_title_start,1,8
journal_59799c9b9484a549,Co-herencia,Co-herencia,periodical_candidate,bibliographic_metadata_checked,2004,,unknown,Humanities | Philosophy | Colombia,,journal_source_sheet_1389 | journal_source_library_94b96b339d183fc4 | journal_source_library_bc964894b136aa42,1794-5887 | 2539-1208,eng | spa,bibliographic_record,catalogued_title_start,2,21
journal_d92b03eed6709c13,Codex Aquilarensis,Codex Aquilarensis,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_60c629672bd0f92f,Codrul Cosminului,Codrul Cosminului,periodical_candidate,bibliographic_metadata_checked,1995,,unknown,General history | Archaeology | International relations and diplomatic,,journal_source_sheet_1389 | journal_source_library_76903d20452a6c30,2067-5860,eng | fre | rum,bibliographic_record,catalogued_title_start,1,6
journal_88eb32c3285de5d0,Cold War History,Cold War History,periodical_candidate,bibliographic_metadata_checked,2000,,unknown,International relations and diplomatic,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_11e1e11222dfcff1 | journal_source_library_116eade3cf4ec68a,1468-2745 | 1743-7962,eng,bibliographic_record,catalogued_title_start,2,5
journal_fbe7dd8c9c2525de,Collectanea Hibernica,Collectanea Hibernica,periodical_candidate,title_matched_candidate,,,unknown,Ireland,,journal_source_wikipedia,,,,,0,0
journal_a81218833cb0d5d6,Colombia Internacional,Colombia Internacional,periodical_candidate,bibliographic_metadata_checked,1988,,unknown,International relations and diplomatic | Colombia,,journal_source_sheet_1389 | journal_source_library_f0958d89828333bb | journal_source_library_3c4ce96afeb2819d,0121-5612 | 1900-6004,spa,bibliographic_record,catalogued_title_start,2,17
journal_7bfa328cb1f8254a,Colonial Latin American Review,Colonial Latin American Review,periodical_candidate,bibliographic_metadata_checked,1992,,unknown,Latin America and Caribbean,Colonialism and empire,journal_source_sheet_271 | journal_source_ooir | journal_source_library_9820ecddf7d20623 | journal_source_library_036101866254ab59,1060-9164 | 1466-1802,eng | por | spa,bibliographic_record,catalogued_title_start,2,28
journal_115ce886a236cb08,Comitatus,Comitatus,periodical_candidate,bibliographic_metadata_checked,1970,,unknown,Literature,,journal_source_sheet_1389 | journal_source_library_0daf796efb0a58f8 | journal_source_library_78e27688173576d8,0069-6412,eng,bibliographic_record,catalogued_title_start,2,11
journal_604e2d632d1a8668,Communio Viatorum,Communio Viatorum,periodical_candidate,bibliographic_metadata_checked,1958,,unknown,Religion,,journal_source_sheet_1389 | journal_source_library_bfe661ae0c24d073,0010-3713,eng,bibliographic_record,catalogued_title_start,1,6
journal_6d14a1e9786228a0,Communisme,Communisme,periodical_candidate,bibliographic_metadata_checked,1982,,unknown,"Business, labor and economics | Socialism and related political traditions",,journal_source_wikipedia | journal_source_library_e3b9ca2c979d3f32 | journal_source_library_6fecf51e4bc94ebb,0751-3496,fre,bibliographic_record,catalogued_title_start,2,7
journal_da73a59f384f79a3,Comparative Legal History,Comparative Legal History,periodical_candidate,bibliographic_metadata_checked,2013,,unknown,Legal,,journal_source_sheet_1389 | journal_source_library_06ca481d7eb34ce4 | journal_source_library_5a629e123c1e5091,2049-677X | 2049-6788,eng,bibliographic_record,catalogued_title_start,2,8
journal_647183c1e131cf7a,Comparative Studies in Society and History,Comparative Studies in Society and History,research_journal,bibliographic_metadata_checked,1958,,unknown,Comparative and world | Social sciences | General history,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_a47d00ad0554bd2c | journal_source_comparative_studies_foundation | journal_source_venue_review_cssh50 | journal_source_venue_review_atlas_wallerstein_rise_primary | journal_source_venue_review_atlas_scott_tilly_work | journal_source_venue_review_atlas_ortner_practice_primary | journal_source_venue_review_atlas_medick_missionaries,0010-4175,eng,bibliographic_record,catalogued_title_start,1,15
journal_da616f4c2f57b959,Complutum,Complutum,periodical_candidate,bibliographic_metadata_checked,1991,,unknown,Archaeology | Prehistory | Europe,,journal_source_sheet_1389 | journal_source_library_b2600aa2c9e61e19,1131-6993,spa,bibliographic_record,catalogued_title_start,1,16
journal_b14fff653da3f07d,Confluenze,Confluenze,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_9fea2f0f764fecab,Construction History,Construction History,periodical_candidate,title_matched_candidate,,,unknown,Science and technology,,journal_source_wikipedia,,,,,0,0
journal_4ecf590a4d00cc29,Construction History - International Journal of the Construction History Society,Construction History - International Journal of the Construction History Society,periodical_candidate,title_matched_candidate,,,unknown,,Architectural,journal_source_sheet_271,,,,,0,0
journal_327b3e80305f1bd1,Contemporanea,Contemporanea,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_271 | journal_source_sheet_1389,,,,,0,0
journal_bc3f971f55e24594,Contemporary British History,Contemporary British History,periodical_candidate,title_matched_candidate,,,unknown,Britain,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir,,,,,0,0
journal_321a8cfc8ab54ea0,Contemporary European History,Contemporary European History,periodical_candidate,bibliographic_metadata_checked,1992,,unknown,Europe | Eastern Europe and Balkans,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_2b91058e6d0e280d,0960-7773,eng,bibliographic_record,catalogued_title_start,1,10
journal_546e3b8a35e077cc,Contemporary French and Francophone Studies,Contemporary French and Francophone Studies,periodical_candidate,bibliographic_metadata_checked,,,unknown,Literature | Cultural studies | France,Modern and contemporary | Francophone studies,journal_source_sheet_1389 | journal_source_library_ee81bf9048b5414a | journal_source_library_89cd7981e2e83bb3,1740-9292 | 1740-9306,eng | fre,,,2,21
journal_bedaa9c70c04048e,Contemporary French Civilization,Contemporary French Civilization,periodical_candidate,bibliographic_metadata_checked,1976,,unknown,France,,journal_source_sheet_1389 | journal_source_library_82d890a6b822dc17,0147-9156,eng,bibliographic_record,catalogued_title_start,1,13
journal_c06357ebd2b4762e,Contemporary Japan,Contemporary Japan,periodical_candidate,bibliographic_metadata_checked,,,unknown,East Asia,,journal_source_sheet_1389 | journal_source_library_bbd475cf10d96c62 | journal_source_library_13b38a31cc716fe1 | journal_source_library_25215f19ff2118a2,1869-2729 | 1869-2737,eng,,,3,12
journal_a5f90a52a2369794,Contemporary Jewry,Contemporary Jewry,periodical_candidate,bibliographic_metadata_checked,,,unknown,Jewish studies,Modern and contemporary,journal_source_sheet_1389 | journal_source_library_e86d64e26093addf | journal_source_library_d966657b9db56039 | journal_source_library_2acc1e15edfbd59f,0147-1694 | 1876-5165,eng,,,3,23
journal_76c9fd616d8d57f0,Contemporary Levant,Contemporary Levant,periodical_candidate,bibliographic_metadata_checked,2016,,unknown,Politics and public policy | Middle East,,journal_source_sheet_1389 | journal_source_library_ac4c3c6caf81492e,2058-184X,eng,bibliographic_record,catalogued_title_start,1,7
journal_fc4740973050fcb1,Contemporary Social Science,Contemporary Social Science,periodical_candidate,bibliographic_metadata_checked,,,unknown,Social sciences,Social,journal_source_sheet_1389 | journal_source_library_9283ab8072bd0fab | journal_source_library_98f9cdbde44d1fe3,1745-0152 | 2158-205X,eng,,,2,7
journal_b7c39921ebc6dac5,Contemporary Southeast Asia,Contemporary Southeast Asia,periodical_candidate,bibliographic_metadata_checked,1979,,unknown,Southeast Asia,,journal_source_sheet_1389 | journal_source_library_c358da7a15172dc9 | journal_source_library_89f6783d0ce4c5b7,0129-797X | 1793-284X,eng,bibliographic_record,catalogued_title_start,2,22
journal_9697ff97017802c8,Contemporary Southeastern Europe,Contemporary Southeastern Europe,periodical_candidate,bibliographic_metadata_checked,2014,,unknown,Eastern Europe and Balkans,,journal_source_sheet_1389 | journal_source_library_6806642032f36315,2310-3612,eng,bibliographic_record,catalogued_title_start,1,8
journal_4cb3ce45f1001168,Continuity and Change,Continuity and Change,periodical_candidate,bibliographic_metadata_checked,1986,,unknown,Demography and family | Social,,journal_source_sheet_1389 | journal_source_library_5793dcdc956cb92b,0268-4160,eng,bibliographic_record,catalogued_title_start,1,12
journal_c83eb9d1cfd7a032,"Continuity and Change: A Journal of Social Structure, Law and Demography in Past Societies","Continuity and Change: A Journal of Social Structure, Law and Demography in Past Societies",periodical_candidate,title_matched_candidate,,,unknown,Demography and family,,journal_source_wikipedia,,,,,0,0
journal_81f96da9fa9d2545,Contradictions,Contradictions,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_7f61c29f57730a14,Contributions to the History of Concepts,Contributions to the History of Concepts,periodical_candidate,bibliographic_metadata_checked,2005,,unknown,Politics and public policy | Ideas and historiography | Social sciences,,journal_source_sheet_1389 | journal_source_library_9d632c1b9222d3bd,1807-9326,eng,bibliographic_record,catalogued_title_start,1,16
journal_3ad6985bc55426e7,Convivium (Czech Republic),Convivium (Czech Republic),periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_241562d91defe29a,Costume,Costume,periodical_candidate,bibliographic_metadata_checked,,,unknown,,Dress and textile,journal_source_sheet_1389 | journal_source_library_dd3b1f36398ef656 | journal_source_library_eee18083339d82a1,0590-8876 | 1749-6306,eng,,,2,6
journal_3ed7fad6df717af8,Court Historian,Court Historian,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_feba6b6025109ba4,Cracow Indological Studies,Cracow Indological Studies,periodical_candidate,title_matched_candidate,,,unknown,,South Asia,journal_source_sheet_1389,,,,,0,0
journal_bfa5b2348ee2dd00,Cristianesimo nella Storia,Cristianesimo nella Storia,periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_1389,,,,,0,0
journal_b2c77d0bf6c9b20c,Critical Historical Studies,Critical Historical Studies,periodical_candidate,bibliographic_metadata_checked,2014,,unknown,General history | Social,,journal_source_sheet_1389 | journal_source_library_17ebeffe7e0e829a,2326-4462,eng,bibliographic_record,catalogued_title_start,1,4
journal_6e80485dff3ef6cc,Critical Inquiry,Critical Inquiry,research_journal,publisher_metadata_checked,1974,,unknown,Social theory and cultural criticism | General history,,journal_source_ci_about | journal_source_library_824044c9422acba3,0093-1896,eng,source_check,publication_start,1,12
journal_931c8262801c6e24,Critical Military Studies,Critical Military Studies,periodical_candidate,bibliographic_metadata_checked,2015,,unknown,,Military,journal_source_sheet_1389 | journal_source_library_221ee08b72157297 | journal_source_library_20524cde88746973,2333-7486 | 2333-7494,eng,bibliographic_record,catalogued_title_start,2,18
journal_d286bba1f168f316,Criticon,Criticon,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_f5b541076c63833f,Critique (France),Critique (France),periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_c7c09979aff15611,Croatica Christiana Periodica,Croatica Christiana Periodica,periodical_candidate,bibliographic_metadata_checked,1977,,unknown,,Religion,journal_source_sheet_1389 | journal_source_library_275c1bd5ad04d496 | journal_source_library_14fdff03902f7ba3,0350-7823,eng | hrv,bibliographic_record,catalogued_title_start,2,5
journal_ba985a1678adf0d7,Cromohs,Cromohs,periodical_candidate,title_matched_candidate,,,unknown,Auxiliary sciences of history | General history,,journal_source_sheet_1389,,,,,0,0
journal_fbab19d9e6ca080f,Cross-Currents,Cross-Currents,periodical_candidate,ambiguous_title,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_5c04253ad85c44c1,Cross-Currents: East Asian History and Culture Review,Cross-Currents: East Asian History and Culture Review,research_journal,publisher_metadata_checked,,,unknown,Chinese studies resources | East Asia,,journal_source_toronto | journal_source_berkeley_crosscurrents,,,,,0,0
journal_906e17f66e15c984,"Cuadernos de historia (Santiago, Chile)","Cuadernos de historia (Santiago, Chile)",periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_7d996053df5b6c45,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid,periodical_candidate,title_matched_candidate,,,unknown,,Archaeology,journal_source_sheet_1389,,,,,0,0
journal_43591bc00876b55c,Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada,Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada,periodical_candidate,title_matched_candidate,,,unknown,,Archaeology,journal_source_sheet_1389,,,,,0,0
journal_94cac3e8a12573d7,Cuadernos Dieciochistas,Cuadernos Dieciochistas,periodical_candidate,bibliographic_metadata_checked,2000,,unknown,Iberia,Eighteenth century,journal_source_sheet_1389 | journal_source_library_e14e2bd2b928b2f1,1576-7914,spa,bibliographic_record,catalogued_title_start,1,3
journal_961459134d6e6ba2,Cuadernos Europeos de Deusto,Cuadernos Europeos de Deusto,periodical_candidate,bibliographic_metadata_checked,,,unknown,Legal,,journal_source_sheet_1389 | journal_source_library_44952610af393df4 | journal_source_library_0d1aa37fec928628,1130-8354 | 2445-3587,eng | spa,,,2,12
journal_ed63021a16e3f633,Cuadernos Medievales,Cuadernos Medievales,periodical_candidate,bibliographic_metadata_checked,2006,,unknown,Middle Ages,,journal_source_sheet_1389 | journal_source_library_d010c2b8d4ce038d,2451-6821,spa,bibliographic_record,catalogued_title_start,1,5
journal_f9445fe1f84c7368,Cultura,Cultura,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_87d68803415b7a75,Cultura de los Cuidados,Cultura de los Cuidados,periodical_candidate,bibliographic_metadata_checked,1997,,unknown,,,journal_source_sheet_1389 | journal_source_library_0eabc2c0c9c1388c,1699-6003,eng | spa,bibliographic_record,catalogued_title_start,1,10
